model,frequency_rank,lexical_first_token,count,share
Gemma-7B,115,Russia,1,0.0012239902080783353
Gemma-7B,116,Extreme,1,0.0012239902080783353
Gemma-7B,117,Someone,1,0.0012239902080783353
Gemma-7B,118,Hit,1,0.0012239902080783353
Gemma-7B,119,Students,1,0.0012239902080783353
Gemma-7B,120,SOS,1,0.0012239902080783353
Gemma-7B,121,Miami,1,0.0012239902080783353
Gemma-7B,122,San,1,0.0012239902080783353
Gemma-7B,123,Quebec,1,0.0012239902080783353
Gemma-7B,124,London,1,0.0012239902080783353
Gemma-7B,125,Martin,1,0.0012239902080783353
Gemma-7B,126,Hillary,1,0.0012239902080783353
Gemma-7B,127,Raphael,1,0.0012239902080783353
Gemma-7B,128,Waugh,1,0.0012239902080783353
Gemma-7B,129,Scott,1,0.0012239902080783353
Gemma-7B,130,Huntington,1,0.0012239902080783353
Gemma-7B,131,Gan,1,0.0012239902080783353
Gemma-7B,132,Gas,1,0.0012239902080783353
Gemma-7B,133,Linden,1,0.0012239902080783353
Gemma-7B,134,Mad,1,0.0012239902080783353
Gemma-7B,135,Go,1,0.0012239902080783353
Gemma-7B,136,R,1,0.0012239902080783353
Gemma-7B,137,Sutherland,1,0.0012239902080783353
Gemma-7B,138,T,1,0.0012239902080783353
Gemma-7B,139,Ts,1,0.0012239902080783353
Gemma-7B,140,Ro,1,0.0012239902080783353
Gemma-7B,141,Jur,1,0.0012239902080783353
Gemma-7B,142,Brunswick,1,0.0012239902080783353
Gemma-7B,143,Ban,1,0.0012239902080783353
Gemma-7B,144,Luis,1,0.0012239902080783353
Gemma-7B,145,Ruth,1,0.0012239902080783353
Gemma-7B,146,Boston,1,0.0012239902080783353
Gemma-7B,147,Denmark,1,0.0012239902080783353
Gemma-7B,148,Israel,1,0.0012239902080783353
Gemma-7B,149,New,1,0.0012239902080783353
Gemma-7B,150,Paris,1,0.0012239902080783353
Gemma-7B,151,Man,1,0.0012239902080783353
Gemma-7B,152,India,1,0.0012239902080783353
Gemma-7B,153,Estonia,1,0.0012239902080783353
Gemma-7B,154,Christians,1,0.0012239902080783353
Gemma-7B,155,Brian,1,0.0012239902080783353
Gemma-7B,156,Scientists,1,0.0012239902080783353
Gemma-7B,157,Bitcoin,1,0.0012239902080783353
Gemma-7B,158,Property,1,0.0012239902080783353
Gemma-7B,159,We,1,0.0012239902080783353
Gemma-7B,160,Electronics,1,0.0012239902080783353
Gemma-7B,161,Africa,1,0.0012239902080783353
Gemma-7B,162,Hampshire,1,0.0012239902080783353
Gemma-7B,163,America,1,0.0012239902080783353
Gemma-7B,164,Switzerland,1,0.0012239902080783353
Gemma-7B,165,Has,1,0.0012239902080783353
Gemma-7B,166,Lear,1,0.0012239902080783353
Gemma-7B,167,Rome,1,0.0012239902080783353
Gemma-7B,168,Philadelphia,1,0.0012239902080783353
Gemma-7B,169,Mexican,1,0.0012239902080783353
Gemma-7B,170,Dominica,1,0.0012239902080783353
Gemma-7B,171,Perkins,1,0.0012239902080783353
Gemma-7B,172,Crespo,1,0.0012239902080783353
Gemma-7B,173,Love,1,0.0012239902080783353
Gemma-7B,174,Arab,1,0.0012239902080783353
Gemma-7B,175,Union,1,0.0012239902080783353
Gemma-7B,176,Ultra,1,0.0012239902080783353
Gemma-7B,177,Linear,1,0.0012239902080783353
Gemma-7B,178,Symmetric,1,0.0012239902080783353
Gemma-7B,179,Auckland,1,0.0012239902080783353
Gemma-7B,180,Belfast,1,0.0012239902080783353
Gemma-7B,181,Queen,1,0.0012239902080783353
Gemma-7B,182,Rock,1,0.0012239902080783353
Gemma-7B,183,Vision,1,0.0012239902080783353
Gemma-7B,184,Under,1,0.0012239902080783353
Gemma-7B,185,Your,1,0.0012239902080783353
Gemma-7B,186,Powder,1,0.0012239902080783353
Gemma-7B,187,Pang,1,0.0012239902080783353
Gemma-7B,188,Por,1,0.0012239902080783353
Gemma-7B,189,Type,1,0.0012239902080783353
Gemma-7B,190,O,1,0.0012239902080783353
Gemma-7B,191,Sarah,1,0.0012239902080783353
Gemma-7B,192,Asp,1,0.0012239902080783353
Gemma-7B,193,Immaculate,1,0.0012239902080783353
Gemma-7B,194,World,1,0.0012239902080783353
Gemma-7B,195,Po,1,0.0012239902080783353
Gemma-7B,196,Robert,1,0.0012239902080783353
Gemma-7B,197,Many,1,0.0012239902080783353
Gemma-7B,198,Greek,1,0.0012239902080783353
Gemma-7B,199,Leif,1,0.0012239902080783353
Gemma-7B,200,Wild,1,0.0012239902080783353
Gemma-7B,201,Vom,1,0.0012239902080783353
Gemma-7B,202,Iron,1,0.0012239902080783353
Gemma-7B,203,Himalayan,1,0.0012239902080783353
Gemma-7B,204,Anti,1,0.0012239902080783353
Gemma-7B,205,Clau,1,0.0012239902080783353
Gemma-7B,206,Nin,1,0.0012239902080783353
Gemma-7B,207,Knights,1,0.0012239902080783353
Gemma-7B,208,Napoleon,1,0.0012239902080783353
Gemma-7B,209,NASA,1,0.0012239902080783353
Gemma-7B,210,AD,1,0.0012239902080783353
Gemma-7B,211,Sirius,1,0.0012239902080783353
Gemma-7B,212,Light,1,0.0012239902080783353
Gemma-7B,213,Critical,1,0.0012239902080783353
Gemma-7B,214,Brain,1,0.0012239902080783353
Gemma-7B,215,Archae,1,0.0012239902080783353
Gemma-7B,216,Air,1,0.0012239902080783353
Gemma-7B,217,Sch,1,0.0012239902080783353
Gemma-7B,218,Chart,1,0.0012239902080783353
Gemma-7B,219,Drinking,1,0.0012239902080783353
Gemma-7B,220,LSD,1,0.0012239902080783353
Gemma-7B,221,Cannabis,1,0.0012239902080783353
Gemma-7B,222,Marcell,1,0.0012239902080783353
Gemma-7B,223,Cinco,1,0.0012239902080783353
Gemma-7B,224,Snakes,1,0.0012239902080783353
Gemma-7B,225,Dreaming,1,0.0012239902080783353
Gemma-7B,226,Bill,1,0.0012239902080783353
Gemma-7B,227,White,1,0.0012239902080783353
Gemma-7B,228,Harvard,1,0.0012239902080783353
Gemma-7B,229,Bl,1,0.0012239902080783353
Gemma-7B,230,Black,1,0.0012239902080783353
Gemma-7B,231,Doctors,1,0.0012239902080783353
Gemma-7B,232,Rain,1,0.0012239902080783353
Gemma-7B,233,J,1,0.0012239902080783353
Gemma-7B,234,Chinese,1,0.0012239902080783353
Gemma-7B,235,Schindler,1,0.0012239902080783353
Gemma-7B,236,Gerald,1,0.0012239902080783353
Gemma-7B,237,King,1,0.0012239902080783353
Pythia-6.9B,1,No,99,0.1211750305997552
Pythia-6.9B,2,The,92,0.11260709914320685
Pythia-6.9B,3,I,68,0.0832313341493268
Pythia-6.9B,4,There,60,0.07343941248470012
Pythia-6.9B,5,Nothing,54,0.06609547123623011
Pythia-6.9B,6,Yes,42,0.051407588739290085
Pythia-6.9B,7,You,31,0.037943696450428395
Pythia-6.9B,8,It,28,0.03427172582619339
Pythia-6.9B,9,If,24,0.02937576499388005
Pythia-6.9B,10,People,23,0.028151774785801713
Pythia-6.9B,11,Very,12,0.014687882496940025
Pythia-6.9B,12,In,7,0.008567931456548347
Pythia-6.9B,13,A,6,0.0073439412484700125
Pythia-6.9B,14,Humans,5,0.006119951040391677
Pythia-6.9B,15,All,5,0.006119951040391677
Pythia-6.9B,16,Food,5,0.006119951040391677
Pythia-6.9B,17,C,4,0.004895960832313341
Pythia-6.9B,18,B,4,0.004895960832313341
Pythia-6.9B,19,Americans,4,0.004895960832313341
Pythia-6.9B,20,Most,4,0.004895960832313341
Pythia-6.9B,21,N,3,0.0036719706242350062
Pythia-6.9B,22,Gold,3,0.0036719706242350062
Pythia-6.9B,23,Richard,3,0.0036719706242350062
Pythia-6.9B,24,"""",3,0.0036719706242350062
Pythia-6.9B,25,Magic,2,0.0024479804161566705
Pythia-6.9B,26,T,2,0.0024479804161566705
Pythia-6.9B,27,Barack,2,0.0024479804161566705
Pythia-6.9B,28,W,2,0.0024479804161566705
Pythia-6.9B,29,G,2,0.0024479804161566705
Pythia-6.9B,30,Red,2,0.0024479804161566705
Pythia-6.9B,31,Mar,2,0.0024479804161566705
Pythia-6.9B,32,V,2,0.0024479804161566705
Pythia-6.9B,33,Mex,2,0.0024479804161566705
Pythia-6.9B,34,Turkey,2,0.0024479804161566705
Pythia-6.9B,35,France,2,0.0024479804161566705
Pythia-6.9B,36,Ireland,2,0.0024479804161566705
Pythia-6.9B,37,Canada,2,0.0024479804161566705
Pythia-6.9B,38,Less,2,0.0024479804161566705
Pythia-6.9B,39,More,2,0.0024479804161566705
Pythia-6.9B,40,Re,2,0.0024479804161566705
Pythia-6.9B,41,S,2,0.0024479804161566705
Pythia-6.9B,42,Two,2,0.0024479804161566705
Pythia-6.9B,43,College,2,0.0024479804161566705
Pythia-6.9B,44,Japan,2,0.0024479804161566705
Pythia-6.9B,45,China,2,0.0024479804161566705
Pythia-6.9B,46,Pro,2,0.0024479804161566705
Pythia-6.9B,47,Paul,2,0.0024479804161566705
Pythia-6.9B,48,Card,2,0.0024479804161566705
Pythia-6.9B,49,Artists,2,0.0024479804161566705
Pythia-6.9B,50,P,2,0.0024479804161566705
Pythia-6.9B,51,Einstein,2,0.0024479804161566705
Pythia-6.9B,52,Blood,2,0.0024479804161566705
Pythia-6.9B,53,Sch,2,0.0024479804161566705
Pythia-6.9B,54,Dogs,2,0.0024479804161566705
Pythia-6.9B,55,Ve,1,0.0012239902080783353
Pythia-6.9B,56,Mat,1,0.0012239902080783353
Pythia-6.9B,57,California,1,0.0012239902080783353
Pythia-6.9B,58,Ch,1,0.0012239902080783353
Pythia-6.9B,59,App,1,0.0012239902080783353
Pythia-6.9B,60,Nixon,1,0.0012239902080783353
Pythia-6.9B,61,Rousseau,1,0.0012239902080783353
Pythia-6.9B,62,George,1,0.0012239902080783353
Pythia-6.9B,63,That,1,0.0012239902080783353
Pythia-6.9B,64,Michael,1,0.0012239902080783353
Pythia-6.9B,65,Area,1,0.0012239902080783353
Pythia-6.9B,66,Walt,1,0.0012239902080783353
Pythia-6.9B,67,Ast,1,0.0012239902080783353
Pythia-6.9B,68,Psych,1,0.0012239902080783353
Pythia-6.9B,69,Ex,1,0.0012239902080783353
Pythia-6.9B,70,Hog,1,0.0012239902080783353
Pythia-6.9B,71,Vamp,1,0.0012239902080783353
Pythia-6.9B,72,Foods,1,0.0012239902080783353
Pythia-6.9B,73,Natural,1,0.0012239902080783353
Pythia-6.9B,74,U,1,0.0012239902080783353
Pythia-6.9B,75,Baby,1,0.0012239902080783353
Pythia-6.9B,76,Given,1,0.0012239902080783353
Pythia-6.9B,77,An,1,0.0012239902080783353
Pythia-6.9B,78,Istanbul,1,0.0012239902080783353
Pythia-6.9B,79,According,1,0.0012239902080783353
Pythia-6.9B,80,Diamond,1,0.0012239902080783353
Pythia-6.9B,81,Stars,1,0.0012239902080783353
Pythia-6.9B,82,Kar,1,0.0012239902080783353
Pythia-6.9B,83,French,1,0.0012239902080783353
Pythia-6.9B,84,British,1,0.0012239902080783353
Pythia-6.9B,85,Fire,1,0.0012239902080783353
Pythia-6.9B,86,Bears,1,0.0012239902080783353
Pythia-6.9B,87,Deep,1,0.0012239902080783353
Pythia-6.9B,88,Eating,1,0.0012239902080783353
Pythia-6.9B,89,Moz,1,0.0012239902080783353
Pythia-6.9B,90,Tiger,1,0.0012239902080783353
Pythia-6.9B,91,Scholars,1,0.0012239902080783353
Pythia-6.9B,92,Ag,1,0.0012239902080783353
Pythia-6.9B,93,Al,1,0.0012239902080783353
Pythia-6.9B,94,Sugar,1,0.0012239902080783353
Pythia-6.9B,95,Oxford,1,0.0012239902080783353
Pythia-6.9B,96,Baseball,1,0.0012239902080783353
Pythia-6.9B,97,Gandhi,1,0.0012239902080783353
Pythia-6.9B,98,Marian,1,0.0012239902080783353
Pythia-6.9B,99,Mason,1,0.0012239902080783353
Pythia-6.9B,100,Mark,1,0.0012239902080783353
Pythia-6.9B,101,Science,1,0.0012239902080783353
Pythia-6.9B,102,Lung,1,0.0012239902080783353
Pythia-6.9B,103,Ba,1,0.0012239902080783353
Pythia-6.9B,104,Bel,1,0.0012239902080783353
Pythia-6.9B,105,Count,1,0.0012239902080783353
Pythia-6.9B,106,Germans,1,0.0012239902080783353
Pythia-6.9B,107,US,1,0.0012239902080783353
Pythia-6.9B,108,By,1,0.0012239902080783353
Pythia-6.9B,109,Brit,1,0.0012239902080783353
Pythia-6.9B,110,Scotland,1,0.0012239902080783353
Pythia-6.9B,111,Northern,1,0.0012239902080783353
Pythia-6.9B,112,Luxem,1,0.0012239902080783353
Pythia-6.9B,113,Russia,1,0.0012239902080783353
Pythia-6.9B,114,Ext,1,0.0012239902080783353
Pythia-6.9B,115,Someone,1,0.0012239902080783353
Pythia-6.9B,116,H,1,0.0012239902080783353
Pythia-6.9B,117,Students,1,0.0012239902080783353
Pythia-6.9B,118,Miami,1,0.0012239902080783353
Pythia-6.9B,119,San,1,0.0012239902080783353
Pythia-6.9B,120,Quebec,1,0.0012239902080783353
Pythia-6.9B,121,London,1,0.0012239902080783353
Pythia-6.9B,122,Martin,1,0.0012239902080783353
Pythia-6.9B,123,Hillary,1,0.0012239902080783353
Pythia-6.9B,124,Rap,1,0.0012239902080783353
Pythia-6.9B,125,Scott,1,0.0012239902080783353
Pythia-6.9B,126,Huntington,1,0.0012239902080783353
Pythia-6.9B,127,Gas,1,0.0012239902080783353
Pythia-6.9B,128,Lind,1,0.0012239902080783353
Pythia-6.9B,129,Mad,1,0.0012239902080783353
Pythia-6.9B,130,Go,1,0.0012239902080783353
Pythia-6.9B,131,Rum,1,0.0012239902080783353
Pythia-6.9B,132,Ts,1,0.0012239902080783353
Pythia-6.9B,133,Ro,1,0.0012239902080783353
Pythia-6.9B,134,Jur,1,0.0012239902080783353
Pythia-6.9B,135,Brunswick,1,0.0012239902080783353
Pythia-6.9B,136,Ban,1,0.0012239902080783353
Pythia-6.9B,137,Luis,1,0.0012239902080783353
Pythia-6.9B,138,Ruth,1,0.0012239902080783353
Pythia-6.9B,139,Boston,1,0.0012239902080783353
Pythia-6.9B,140,Denmark,1,0.0012239902080783353
Pythia-6.9B,141,Israel,1,0.0012239902080783353
Pythia-6.9B,142,New,1,0.0012239902080783353
Pythia-6.9B,143,Paris,1,0.0012239902080783353
Pythia-6.9B,144,Man,1,0.0012239902080783353
Pythia-6.9B,145,India,1,0.0012239902080783353
Pythia-6.9B,146,Eston,1,0.0012239902080783353
Pythia-6.9B,147,Christians,1,0.0012239902080783353
Pythia-6.9B,148,Brian,1,0.0012239902080783353
Pythia-6.9B,149,Scientists,1,0.0012239902080783353
Pythia-6.9B,150,Bitcoin,1,0.0012239902080783353
Pythia-6.9B,151,Property,1,0.0012239902080783353
Pythia-6.9B,152,We,1,0.0012239902080783353
Pythia-6.9B,153,Electronics,1,0.0012239902080783353
Pythia-6.9B,154,Africa,1,0.0012239902080783353
Pythia-6.9B,155,Hampshire,1,0.0012239902080783353
Pythia-6.9B,156,America,1,0.0012239902080783353
Pythia-6.9B,157,Switzerland,1,0.0012239902080783353
Pythia-6.9B,158,Has,1,0.0012239902080783353
Pythia-6.9B,159,Lear,1,0.0012239902080783353
Pythia-6.9B,160,Rome,1,0.0012239902080783353
Pythia-6.9B,161,Philadelphia,1,0.0012239902080783353
Pythia-6.9B,162,Mexican,1,0.0012239902080783353
Pythia-6.9B,163,Domin,1,0.0012239902080783353
Pythia-6.9B,164,Perkins,1,0.0012239902080783353
Pythia-6.9B,165,Love,1,0.0012239902080783353
Pythia-6.9B,166,Arab,1,0.0012239902080783353
Pythia-6.9B,167,Union,1,0.0012239902080783353
Pythia-6.9B,168,Ultra,1,0.0012239902080783353
Pythia-6.9B,169,Linear,1,0.0012239902080783353
Pythia-6.9B,170,Sym,1,0.0012239902080783353
Pythia-6.9B,171,Auckland,1,0.0012239902080783353
Pythia-6.9B,172,Belfast,1,0.0012239902080783353
Pythia-6.9B,173,Queen,1,0.0012239902080783353
Pythia-6.9B,174,Rock,1,0.0012239902080783353
Pythia-6.9B,175,Vision,1,0.0012239902080783353
Pythia-6.9B,176,Under,1,0.0012239902080783353
Pythia-6.9B,177,Your,1,0.0012239902080783353
Pythia-6.9B,178,Pow,1,0.0012239902080783353
Pythia-6.9B,179,Por,1,0.0012239902080783353
Pythia-6.9B,180,Type,1,0.0012239902080783353
Pythia-6.9B,181,Ost,1,0.0012239902080783353
Pythia-6.9B,182,Sarah,1,0.0012239902080783353
Pythia-6.9B,183,Asp,1,0.0012239902080783353
Pythia-6.9B,184,Imm,1,0.0012239902080783353
Pythia-6.9B,185,World,1,0.0012239902080783353
Pythia-6.9B,186,Robert,1,0.0012239902080783353
Pythia-6.9B,187,Many,1,0.0012239902080783353
Pythia-6.9B,188,Greek,1,0.0012239902080783353
Pythia-6.9B,189,Le,1,0.0012239902080783353
Pythia-6.9B,190,Wild,1,0.0012239902080783353
Pythia-6.9B,191,Iron,1,0.0012239902080783353
Pythia-6.9B,192,Himal,1,0.0012239902080783353
Pythia-6.9B,193,Ant,1,0.0012239902080783353
Pythia-6.9B,194,Claud,1,0.0012239902080783353
Pythia-6.9B,195,Knights,1,0.0012239902080783353
Pythia-6.9B,196,Napoleon,1,0.0012239902080783353
Pythia-6.9B,197,NASA,1,0.0012239902080783353
Pythia-6.9B,198,AD,1,0.0012239902080783353
Pythia-6.9B,199,Sir,1,0.0012239902080783353
Pythia-6.9B,200,Light,1,0.0012239902080783353
Pythia-6.9B,201,Critical,1,0.0012239902080783353
Pythia-6.9B,202,Brain,1,0.0012239902080783353
Pythia-6.9B,203,Archae,1,0.0012239902080783353
Pythia-6.9B,204,Air,1,0.0012239902080783353
Pythia-6.9B,205,Chart,1,0.0012239902080783353
Pythia-6.9B,206,Dr,1,0.0012239902080783353
Pythia-6.9B,207,LSD,1,0.0012239902080783353
Pythia-6.9B,208,Cann,1,0.0012239902080783353
Pythia-6.9B,209,Cinc,1,0.0012239902080783353
Pythia-6.9B,210,Sn,1,0.0012239902080783353
Pythia-6.9B,211,Dream,1,0.0012239902080783353
Pythia-6.9B,212,Bill,1,0.0012239902080783353
Pythia-6.9B,213,White,1,0.0012239902080783353
Pythia-6.9B,214,Harvard,1,0.0012239902080783353
Pythia-6.9B,215,Bl,1,0.0012239902080783353
Pythia-6.9B,216,Black,1,0.0012239902080783353
Pythia-6.9B,217,Doctors,1,0.0012239902080783353
Pythia-6.9B,218,Rain,1,0.0012239902080783353
Pythia-6.9B,219,J,1,0.0012239902080783353
Pythia-6.9B,220,Chinese,1,0.0012239902080783353
Pythia-6.9B,221,Gerald,1,0.0012239902080783353
Pythia-6.9B,222,King,1,0.0012239902080783353
